split,cell_emb,drug_emb,model,variant,inert_embedding,grouping,metric,value,se,n_seeds_or_folds,n_units,run_dir
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_drug,MCC,-0.013960480202139839,0.02240842782632813,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_drug,AUROC,0.5025702773099432,0.0098877872454933,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_cell_line,MCC,0.1195865243294647,0.014253663440085504,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_cell_line,AUROC,0.5904726588393289,0.00879359505118413,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,overall,MCC,0.1195865243294647,0.0557059466997491,12,,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,overall,AUROC,0.5904726588393289,0.0611711009733329,12,,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_drug,MCC,-0.030307882368643273,0.009101033362593243,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_drug,AUROC,0.5047256765922433,0.003780565562374392,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_cell_line,MCC,0.16902928879994597,0.0038117397032209938,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_cell_line,AUROC,0.6481560825556105,0.0026042127256391007,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,overall,MCC,0.169029288799946,0.0717390464127686,12,,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,overall,AUROC,0.6481560825556105,0.0727615548529975,12,,results/zenodo/grid/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_drug,MCC,0.03180304066230114,0.004787160875309935,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_drug,AUROC,0.5103989047217993,0.00608376309905364,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_cell_line,MCC,0.1697307949711314,0.00857874127224319,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_cell_line,AUROC,0.6316705371934689,0.006787710439222686,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,overall,MCC,0.1697307949711314,0.0866464035680543,12,,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,overall,AUROC,0.6316705371934689,0.0601766475648098,12,,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_drug,MCC,0.03993544672477734,0.014907651267164604,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_drug,AUROC,0.5073621700708718,0.004651185405676168,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_cell_line,MCC,0.12129178448555634,0.01789958660402217,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_cell_line,AUROC,0.5724987714984421,0.0101846553343228,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,overall,MCC,0.1212917844855563,0.0682149113741514,12,,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,overall,AUROC,0.5724987714984421,0.0570178836484394,12,,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,xrfm,full,none,within_drug,MCC,-0.012132851739824492,0.013035202961956852,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__xrfm
loclo_loo,gformer_cancer,chemberta,xrfm,full,none,within_drug,AUROC,0.5001265813857761,0.010228655373771552,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__xrfm
loclo_loo,gformer_cancer,chemberta,xrfm,full,none,within_cell_line,MCC,0.1364613576430135,0.015539295899837598,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__xrfm
loclo_loo,gformer_cancer,chemberta,xrfm,full,none,within_cell_line,AUROC,0.6193472326129936,0.0056699308973830785,3,12.0,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__xrfm
loclo_loo,gformer_cancer,chemberta,xrfm,full,none,overall,MCC,0.1364613576430135,0.0932271502939496,12,,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__xrfm
loclo_loo,gformer_cancer,chemberta,xrfm,full,none,overall,AUROC,0.6193472326129936,0.074965593384783,12,,results/zenodo/grid/loclo_loo__gformer_cancer__chemberta__xrfm
loclo_loo,gformer_cancer,maccs,lightgbm,full,none,within_drug,MCC,0.034600484530203424,0.012128540738490056,3,10.0,results/zenodo/grid/loclo_loo__gformer_cancer__maccs__lightgbm
