split,cell_emb,drug_emb,model,variant,inert_embedding,grouping,metric,value,se,n_seeds_or_folds,n_units,run_dir
loclo_loo,gene_jepa,maccs,xrfm,full,none,within_drug,MCC,-0.01320444265821239,0.0025622805242730205,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__maccs__xrfm
loclo_loo,gene_jepa,maccs,xrfm,full,none,within_drug,AUROC,0.5051079779034945,0.0024141081730998377,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__maccs__xrfm
loclo_loo,gene_jepa,maccs,xrfm,full,none,within_cell_line,MCC,0.5581585777751874,0.0018327750728474575,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__maccs__xrfm
loclo_loo,gene_jepa,maccs,xrfm,full,none,within_cell_line,AUROC,0.8448527568922306,0.0016946144189933952,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__maccs__xrfm
loclo_loo,gene_jepa,maccs,xrfm,full,none,overall,MCC,0.5581585777751874,0.0393106660453479,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__maccs__xrfm
loclo_loo,gene_jepa,maccs,xrfm,full,none,overall,AUROC,0.8448527568922305,0.0282335921826674,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__maccs__xrfm
loclo_loo,gene_jepa,materials,lightgbm,full,none,within_drug,MCC,-0.009301482115341519,0.0,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__lightgbm
loclo_loo,gene_jepa,materials,lightgbm,full,none,within_drug,AUROC,0.5491840837205683,0.00018437007318773972,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__lightgbm
loclo_loo,gene_jepa,materials,lightgbm,full,none,within_cell_line,MCC,0.5602482225664968,0.0,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__lightgbm
loclo_loo,gene_jepa,materials,lightgbm,full,none,within_cell_line,AUROC,0.8530607769423559,0.0,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__lightgbm
loclo_loo,gene_jepa,materials,lightgbm,full,none,overall,MCC,0.5602482225664966,0.0378656616549904,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__lightgbm
loclo_loo,gene_jepa,materials,lightgbm,full,none,overall,AUROC,0.853060776942356,0.0280602684067603,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__lightgbm
loclo_loo,gene_jepa,materials,mlp,full,none,within_drug,MCC,0.001239506081822099,0.017015336448717257,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__mlp
loclo_loo,gene_jepa,materials,mlp,full,none,within_drug,AUROC,0.5178915202622226,0.0008982032417922109,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__mlp
loclo_loo,gene_jepa,materials,mlp,full,none,within_cell_line,MCC,0.5240398083253353,0.00913937849677757,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__mlp
loclo_loo,gene_jepa,materials,mlp,full,none,within_cell_line,AUROC,0.8405886243386244,0.0030554266142826746,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__mlp
loclo_loo,gene_jepa,materials,mlp,full,none,overall,MCC,0.5240398083253351,0.0425440667895579,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__mlp
loclo_loo,gene_jepa,materials,mlp,full,none,overall,AUROC,0.8405886243386245,0.0260526092488667,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__mlp
loclo_loo,gene_jepa,materials,xrfm,full,none,within_drug,MCC,-0.010218406963486318,0.007813453848974923,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__xrfm
loclo_loo,gene_jepa,materials,xrfm,full,none,within_drug,AUROC,0.5102552886890757,0.005838018627450462,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__xrfm
loclo_loo,gene_jepa,materials,xrfm,full,none,within_cell_line,MCC,0.5545056465076549,0.0,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__xrfm
loclo_loo,gene_jepa,materials,xrfm,full,none,within_cell_line,AUROC,0.8487538290169869,0.002471742401902122,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__xrfm
loclo_loo,gene_jepa,materials,xrfm,full,none,overall,MCC,0.5545056465076548,0.0396604964985973,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__xrfm
loclo_loo,gene_jepa,materials,xrfm,full,none,overall,AUROC,0.848753829016987,0.0276066111976069,38,,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__materials__xrfm
loclo_loo,gene_jepa,molformer,lightgbm,full,none,within_drug,MCC,-0.009301482115341519,0.0,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__lightgbm
loclo_loo,gene_jepa,molformer,lightgbm,full,none,within_drug,AUROC,0.5499000503221437,0.0009581339124799597,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__lightgbm
loclo_loo,gene_jepa,molformer,lightgbm,full,none,within_cell_line,MCC,0.5602482225664968,0.0,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__lightgbm
loclo_loo,gene_jepa,molformer,lightgbm,full,none,within_cell_line,AUROC,0.8537625313283209,0.000350877192982435,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gene_jepa__molformer__lightgbm
